Mã tài sản,Tên tài sản,Ngày vào sổ,Ngày sử dụng,Đơn vị sử dụng,Số lượng TS con,Số lượng Phụ lục ts,Ghi chú,Tài khoản tài sản,Dự án,Mô hình tài sản,Nguyên giá tài sản,Giá trị Khấu hao ban đầu,Kỳ khấu hao ban đầu,GTCL ban đầu,Giá trị Khấu hao phát sinh,Kỳ khấu hao phát sinh,Giá trị khấu hao còn lại,Kỳ khấu hao còn lại
B.2.ZRY.0536,"B.2.ZRY.0536 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0537,"B.2.ZRY.0537 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0538,"B.2.ZRY.0538 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0539,"B.2.ZRY.0539 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0540,"B.2.ZRY.0540 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0541,"B.2.ZRY.0541 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0542,"B.2.ZRY.0542 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0543,"B.2.ZRY.0543 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0544,"B.2.ZRY.0544 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0545,"B.2.ZRY.0545 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0546,"B.2.ZRY.0546 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0547,"B.2.ZRY.0547 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0548,"B.2.ZRY.0548 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0549,"B.2.ZRY.0549 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0550,"B.2.ZRY.0550 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0551,"B.2.ZRY.0551 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0552,"B.2.ZRY.0552 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0553,"B.2.ZRY.0553 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0554,"B.2.ZRY.0554 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0555,"B.2.ZRY.0555 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0556,"B.2.ZRY.0556 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0557,"B.2.ZRY.0557 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0558,"B.2.ZRY.0558 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0559,"B.2.ZRY.0559 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0560,"B.2.ZRY.0560 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0561,"B.2.ZRY.0561 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0562,"B.2.ZRY.0562 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0563,"B.2.ZRY.0563 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0564,"B.2.ZRY.0564 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0565,"B.2.ZRY.0565 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0566,"B.2.ZRY.0566 - Dàn chống mềm, chiều cao tối đa 3000mm, chiều cao tối thiểu 2000mm (trộn bộ 140 bộ ) mã hiệu ZRY20/30L",2017-05-26,2017-05-26,Phòng CV,"0,00","0,00",,2112,002 - MTB,"2112-Máy móc, thiết bị","106.380.256,00","106.380.256,00","108,00","0,00","0,00","0,00","0,00","0,00"
B.2.ZRY.0567,B.2.ZRY.0567 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0568,B.2.ZRY.0568 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0569,B.2.ZRY.0569 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0570,B.2.ZRY.0570 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0571,B.2.ZRY.0571 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0572,B.2.ZRY.0572 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0573,B.2.ZRY.0573 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0574,B.2.ZRY.0574 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0575,B.2.ZRY.0575 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0576,B.2.ZRY.0576 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0577,B.2.ZRY.0577 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0578,B.2.ZRY.0578 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0579,B.2.ZRY.0579 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0580,B.2.ZRY.0580 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0581,B.2.ZRY.0581 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0582,B.2.ZRY.0582 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0583,B.2.ZRY.0583 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0584,B.2.ZRY.0584 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0585,B.2.ZRY.0585 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0586,B.2.ZRY.0586 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0587,B.2.ZRY.0587 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0588,B.2.ZRY.0588 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0589,B.2.ZRY.0589 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0590,B.2.ZRY.0590 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0591,B.2.ZRY.0591 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0592,B.2.ZRY.0592 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0593,B.2.ZRY.0593 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
B.2.ZRY.0594,B.2.ZRY.0594 - Giàn chống mềm mã hiệu ZRY30(20)/40(30)L ( bao gồm cột thủy lực chuyên dụng DH23-400/110S),2021-05-03,2021-05-03,Phân xưởng khai thác đào lò 20,"0,00","0,00",,2112,187 - DAĐT Giàn chống mềm phục vụ KT mỏ TB-Gói thầu số 02: Cung cấp TB  chống giữ lò và trạm bơm dung dịch,"2112-Máy móc, thiết bị","99.461.114,00","66.104.684,00","31,00","33.356.430,00","25.625.684,19","50,00","7.730.745,81","15,00"
